incident_id,species_code,lat,lon,year,month,vessel_type,speed_knots,outcome,source,notes
OBIS_2839739d-768f-46b7-a37f-2f73d61b625f,NARW,41.52932,-69.33095,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_283abe66-fbad-427d-a76d-49a526fac36c,NARW,40.47187,-71.46674,2024,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_283b93c3-9613-4dc4-bb5c-f1da438bf26f,NARW,41.56519,-69.30907,2005,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_284216ee-c948-4c9e-8257-89b6fa2a2fab,NARW,40.71926,-70.13006,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_28464b27-baec-4444-b512-f6982ddacfb4,NARW,41.99024,-70.52782,2023,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2847aa3c-9000-479b-bd04-ce2ba50b2da2,NARW,40.29434,-71.22073,2019,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_2851cfa3-f0d9-4e6a-830f-d723f09f3f09,NARW,40.66068,-69.52041,2020,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_2856efc0-3164-42a8-bf44-be2755cc0846,NARW,43.08438,-70.10499,2010,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_285769d1-cf01-4a11-b5cb-2673aca67f75,NARW,42.00553,-68.16562,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_285e47d7-fb39-48df-b6ff-21acf849cead,NARW,41.795,-69.11933,2001,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2001
OBIS_286ebf4e-d3e6-48a6-aac9-6a278e50c4db,NARW,42.63731,-70.39528,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_2871f8c6-2faf-44a3-8f2c-ef27245f3b8b,NARW,42.12242,-68.61708,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_28742852-2147-43ea-b0ea-09bc2e741178,NARW,42.57861,-70.09444,2015,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_2877d5a2-e0f3-49aa-bdad-a59988072a1c,NARW,42.0965,-69.89567,2015,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_287d3603-d0c6-4ee9-930c-49bd5315ccb2,NARW,43.43582,-67.98013,2005,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28884d5f-0d4f-4d3f-b154-44252f497d1a,NARW,41.91306,-68.42184,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_2889d590-5047-461b-9ab0-436f6a54e4c6,NARW,43.34817,-68.60796,2007,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_288a16c6-9d91-419c-af1b-5d832a315fc9,NARW,42.3277,-70.796,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_288a2df3-1e65-4763-ba22-dd3c04d43d7c,NARW,42.21648,-69.15929,2012,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_28917052-e4e6-46be-b133-607b5260c831,NARW,41.60944,-69.53984,2007,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_28936f69-7f24-4445-9a74-b308489a722b,NARW,41.08668,-70.08249,2022,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_28951b32-5d70-498d-bbe9-0b315a7c3182,NARW,41.41308,-68.6875,2008,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_28979960-f4b5-442b-9b38-5ba997a8ae9c,NARW,44.8005,-66.66917,2006,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_28982dd2-fadc-4ca5-a901-00396a4797fd,NARW,41.60036,-68.65017,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_289d7d2e-fea0-482c-a6cf-1ce589f92823,NARW,41.05613,-70.00639,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_289df43c-64c2-4b0d-8e8b-1aa38d7c7a06,NARW,41.5841,-69.24627,2002,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_28a12ca8-4532-414a-8253-fdcbdf56fc43,NARW,46.85152,-62.95221,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_28a8bd09-3df9-4663-bcaa-8b491ccf9006,NARW,42.96979,-69.13834,2013,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2013
OBIS_28a8d1fe-4322-4a6d-8ec7-226124fd6d80,NARW,40.92952,-69.955,2022,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28ab1951-efe1-4dce-9099-d159a5e7b60d,NARW,42.26767,-67.288,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28acf061-3886-4f3a-a6b1-c92b97555b5b,NARW,42.86508,-69.9995,2006,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_28ae8911-19db-47cb-93d5-5958b69a5038,NARW,42.16929,-66.43453,2012,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_28b49f18-3b5c-4103-bec8-2b35c2d60930,NARW,42.2842,-70.4613,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_28c014fd-5174-4593-aa67-f1ae042b0451,NARW,41.0615,-70.83249,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_28c2740c-8c5c-492d-8ade-8c24ec2c3d23,NARW,42.19491,-66.18134,2012,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_28c50314-e9fc-4550-aab4-22f6d3a0c30b,NARW,41.35979,-68.86624,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_28c75c66-e893-4f71-a9f8-0b40cf152ec6,NARW,41.1721,-69.03735,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_28d2e210-d2f5-485f-8dc0-803434f31ed7,NARW,42.31795,-68.86326,2010,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28db20d1-f0d5-4515-83d6-9a6b569d926e,NARW,44.66783,-66.43417,2003,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_28db66d9-16c7-465a-ab1b-0012623ce536,NARW,41.615,-68.6336,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_28dcd049-a4e9-4941-969c-c6ec99776f1a,NARW,41.41392,-68.994,2005,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_28df3c56-b516-40df-addb-dcc1e93a7f5c,NARW,44.55,-66.52,2007,8,,,unknown,OBIS_MachineObservation,NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007
OBIS_28df41df-cfa2-40b7-8d48-6cca88758329,NARW,42.72114,-69.11672,2015,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28e05ecc-b803-4de1-8a1e-21a05d8c3689,NARW,43.18034,-68.56742,2009,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_28e68f3c-2336-488f-8c94-7c3749c2871c,NARW,41.85979,-68.98663,2008,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28ebff56-a5ec-4b7a-8415-5b21273ee9ba,NARW,41.06849,-70.32441,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28ef6a15-628b-4327-91b2-49b7886956e2,NARW,43.0074,-69.9776,2008,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_28f0a2b0-b4cb-4e0f-a970-6f0f8ba22083,NARW,46.75086,-62.77511,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_28f16e4d-2a2f-4666-9b61-0cf0488e4365,NARW,42.17749,-70.3387,2015,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_28f39ae0-b66f-4ba8-b335-7780e1617969,NARW,41.28177,-69.1151,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_28f79116-7890-4e29-8a8d-0236d3b99ca9,NARW,42.8051,-69.80003,2011,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_29004a46-2ff2-4cd3-88ae-15306f02bf69,NARW,41.97985,-70.27468,2021,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_290cc4fe-bd75-4aa0-b8d9-427f30cbce67,NARW,42.71013,-68.80882,2012,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_291c4a90-01ef-4810-92eb-849501fff394,NARW,41.34612,-69.47974,2003,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_291c766c-000a-4db4-9c0f-02e1999d55d8,NARW,41.00946,-69.07845,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2921c2bb-a68c-4bfd-b15d-2ae18092d76b,NARW,41.38525,-69.22011,2008,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_29262cc0-b4f4-46f9-96ec-e5abd087363a,NARW,46.8256,-63.11593,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_29270f64-86ee-4fe1-bc12-9e25c31c80aa,NARW,44.64,-66.41,2007,8,,,unknown,OBIS_MachineObservation,NEFSC North Atlantic Marine Mammal and Turtle Aerial Abundance Survey 2007
OBIS_292779bc-a276-49d9-b8c3-7a12a2dbc897,NARW,41.38183,-69.16867,2007,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_292aca90-5e6c-4d63-84ed-f70ca82e7f1f,NARW,43.00827,-70.13539,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_292e49b8-96eb-473e-beb6-d45070d4f59f,NARW,41.91322,-68.95318,2011,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_292fbc8b-78b6-4dfb-9f16-4ed3b1f6428f,NARW,45.0815,-66.5615,2006,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_2934da42-7f38-44f5-8c10-9fee0bb13afe,NARW,41.84101,-69.58734,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_2936f149-495a-4265-847b-bd9a7c14d6a8,NARW,41.93689,-70.47771,2023,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_2937d0cd-6b6f-4e69-a1a1-b2b277b4aad0,NARW,40.90289,-70.25027,2019,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_294c637a-9c53-4bfb-948e-eb9060187e05,NARW,42.29567,-69.02734,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_2952ab1a-66f0-4283-973b-c12a2cf27cbc,NARW,42.45134,-69.68485,2015,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_2953b0ca-278c-4bd4-9ec5-8a415ac1eedf,NARW,42.5954,-69.68693,2011,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_295ae55d-a4bc-4262-8420-bb2f85551c58,NARW,42.10703,-70.43832,2003,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_2963b973-0142-433f-9184-f364abf19b40,NARW,40.63859,-69.81409,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2966ed38-8c08-4a57-bbef-fe09b37b7f72,NARW,42.04294,-69.17553,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_29686fed-0c73-4930-adb6-121ba7c9910a,NARW,41.10507,-70.03547,2021,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_296a60b1-7726-403b-930e-7f3468904440,NARW,43.09223,-68.58868,2005,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_298098cb-8088-4102-a1a2-60c52fef781c,NARW,42.26316,-70.65316,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_298266fa-e393-47dc-b021-c64c3f21f8fa,NARW,41.1866,-69.18561,2006,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_2982db34-a4a7-41a0-8784-ad1943744351,NARW,40.88412,-69.966,2020,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_2982f778-7adc-49db-9c67-476ec005edd5,NARW,41.6562,-69.0716,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_298820b2-6837-4631-a0d0-7c0143bbbc17,NARW,44.87423,-66.43567,2000,8,,,unknown,OBIS_MachineObservation,Visual sightings from Song of the Whale 1993-2013
OBIS_2988ad99-ac97-4502-b89b-d8df722d30af,NARW,42.3021,-68.84527,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_298a46f1-5b1a-4bff-8118-ea98356b5980,NARW,41.70524,-68.94355,2017,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_29a3a11d-b686-4b21-8fa4-c39567c4c4dd,NARW,40.6983,-69.64536,2023,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_29aafad0-7f12-4d4c-8f09-8c28b02778d2,NARW,41.96139,-68.52953,2022,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_29b64bd1-a57f-45a2-82e5-feee3f9085f4,NARW,41.47107,-69.0667,2002,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_29b686e5-d3ae-415a-9e14-fb2efc3c6756,NARW,43.32183,-68.46647,2009,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_29c0a768-6e0a-4c25-b383-b9ed7ee8ab40,NARW,42.04757,-68.9914,2016,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_29c1a9e7-4439-4a2e-b13e-45cc382e9bce,NARW,40.87792,-69.83206,2020,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_29c66eb9-08da-45d6-ab0e-bdc8df588fc4,NARW,46.78493,-61.51528,2022,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_29c7c7c9-0f45-4875-ad4f-5047cf48eafa,NARW,42.40834,-70.47439,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_29caccec-4f4c-4802-9571-cfb936f1fa0a,NARW,42.88346,-69.00783,2011,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_29d2b1ee-5646-48b5-842f-e78ea1b167c7,NARW,42.74944,-69.43744,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_29d32f5e-7b58-41a2-bb0a-1a2755b83cd9,NARW,41.23441,-69.19415,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_29d61197-4e08-4a25-90b4-6347b8732898,NARW,41.4246,-68.7545,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_29d63a1e-d7b3-477d-aa91-97b53c75b199,NARW,41.37944,-68.74994,2005,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_29e7af3e-ec7c-4554-884b-97581a75bcb6,NARW,43.36234,-68.14702,2005,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_29f8c07f-f7e9-48ff-9ef9-c6e7101a28ca,NARW,42.2937,-70.4279,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a036c45-1d67-42c8-8f05-7798ef86ef96,NARW,40.94046,-70.0124,2020,9,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_2a06fe32-79e7-4546-a5ab-fa89c1e8a564,NARW,43.16543,-68.73472,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_2a077ad7-90a4-4d81-94cf-d27b61bb04b9,NARW,41.64873,-69.88537,2005,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_2a0a6261-993f-4c9b-94d0-1e4a8518db3a,NARW,41.08873,-70.75133,2022,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_2a0b985a-eef9-4edd-ac9a-339580a21d00,NARW,42.79452,-68.9773,2009,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_2a0c83dc-c5ea-4d19-87bf-fedfc7bc8981,NARW,40.8137,-69.8081,2018,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_2a0df80e-c8cd-445d-b931-8d2bf6b8f462,NARW,41.33617,-69.15328,2004,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_2a0e74a1-4146-4724-8c68-e6f24be09271,NARW,41.12098,-70.33933,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_2a0f0af9-4d39-474c-b382-dc31de3952e1,NARW,41.49387,-68.78826,2009,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_2a142374-55a7-4fd1-b50e-e540ccbd5ca4,NARW,42.03956,-68.26925,2017,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_2a146297-632b-4323-ab50-43e3b2f9ad7c,NARW,41.1957,-69.16655,2006,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_2a160795-9132-4bbe-899d-95559fedc4aa,NARW,41.72376,-68.84831,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_2a17cbcb-0b91-48f4-8b41-a2e85306f2e0,NARW,42.02942,-68.51975,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_2a19d518-db69-41bb-9d58-532642d41150,NARW,41.21399,-69.11426,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_2a1a92d1-18ae-490f-a4bd-3570a5b45b14,NARW,40.70467,-69.66485,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_2a1c16e6-d866-4766-81a0-97fa416a17b9,NARW,42.22154,-70.60014,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a1ec63d-4ad7-41e7-8590-119dddd125a2,NARW,41.07327,-70.88483,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a1fd161-a0c9-4866-8dcb-a61a2b42f89f,NARW,46.75699,-61.62059,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_2a204c5f-42e6-43e9-8a96-82cf96b5dd2c,NARW,41.44033,-68.81667,2005,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_2a23f27c-a0d4-460a-a10e-842314625074,NARW,41.96122,-68.12446,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_2a2e33da-9e97-428f-9527-9706c05a1dee,NARW,41.43433,-68.729,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a348563-3633-417e-97f5-afca781b00cf,NARW,40.71682,-70.06486,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_2a3cf214-e8a8-415c-bbfa-c7f58adf2a74,NARW,41.55672,-69.18894,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_2a3d1838-3da1-43d0-8d32-c012685ce82f,NARW,42.13142,-69.17954,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_2a3dc3cb-4eab-4d95-8e3e-40a317faf3ae,NARW,41.34394,-68.83128,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_2a445bed-86d4-4f46-9e66-311576919488,NARW,42.9591,-69.06613,2009,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_2a481aea-68bf-44e9-9be4-7f40f4251908,NARW,43.05617,-69.83466,2006,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_2a484a83-9073-4401-a538-ccb909e88536,NARW,42.35451,-66.42549,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a498a3d-b9e0-4ef1-a0d8-e9994f815266,NARW,40.89926,-69.88328,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_2a53b666-e42a-4bd9-b089-053753c33496,NARW,41.53238,-69.06049,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_2a5b51e8-1aec-40b1-8515-9a4674f71ad9,NARW,42.08951,-67.63409,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_2a5d1ce8-b6fa-4541-b41b-21c2e208ecc6,NARW,40.75344,-69.88892,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_2a60b250-b79b-444c-ad84-aee0b6cc1058,NARW,41.08002,-70.2178,2023,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2a61793f-1756-49a1-bbad-d604eaa6e8ee,NARW,42.08514,-69.10904,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_2a61a338-a6dc-4a4b-bf67-6cd0405bcb6b,NARW,41.9894,-68.13688,2015,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2015
OBIS_2a6b0fae-41d7-48bb-a7f5-3fe9c5810b23,NARW,44.86555,-66.4609,2000,8,,,unknown,OBIS_MachineObservation,Visual sightings from Song of the Whale 1993-2013
OBIS_2a6e98b3-b57b-4678-8ec8-c8a9191503e3,NARW,42.2364,-70.3003,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_2a79f615-9851-46ef-985c-4c6b87f4a36c,NARW,41.03651,-70.63366,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_2a8622d5-4d3f-4680-ac8d-6ae2ba9ce7cd,NARW,42.31775,-68.15546,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_2a8cd273-8906-4e52-893e-24d59cb4a599,NARW,41.8734,-68.94175,2011,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_2a8f20c1-4680-48ea-b205-4c5ea8b7251a,NARW,42.4708733,-70.2423833,2019,8,,,unknown,OBIS_MachineObservation,
OBIS_2a93928a-ec68-4477-869a-ad594fea00b4,NARW,44.75134,-66.55833,2003,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_2a9cf85c-8d5a-4d60-8f51-eb8fa42913ad,NARW,46.83746,-61.65911,2022,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_2a9d6d59-afb3-4ee9-b25b-39b5f9951f3c,NARW,42.01309,-69.71713,2016,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_2aa63ab7-b111-40f2-9d97-5cd2e2fea373,NARW,40.75208,-69.5832,2020,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_2aa97aa2-6646-4f75-8d43-70af25332163,NARW,42.54951,-68.85355,2011,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_2aaddc77-5cd5-4b2f-88a8-3ed507731993,NARW,41.4272,-68.8043,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_2ab1177a-2adf-4aac-8198-2c828e744732,NARW,43.0794,-68.4132,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_2ab37b3a-befd-482f-bfd2-7d91a9a8cc05,NARW,41.52106,-69.24749,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2ab488a9-67c0-4644-9441-30e16f1eab09,NARW,42.90062,-70.24645,2022,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_2ab6c1c4-a212-4bab-a6d5-58b2ff6ff69e,NARW,42.43668,-70.546655,2019,3,,,unknown,OBIS_MachineObservation,
OBIS_2abb2ed8-7106-4f45-b0a3-255e07fb21c0,NARW,41.24608,-69.15358,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2ad11ffd-c410-4d4d-a856-64136f90c96d,NARW,41.29937,-68.91524,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_2ad5e652-7438-44f1-be8d-0f89d9831b4b,NARW,41.5888,-68.6613,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_2ad8e15b-06dd-403e-bb36-1ba3e2b5ace1,NARW,42.1,-69.27902,2010,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_2ad8e1c2-2ee6-4682-8227-18c4c91ef1bf,NARW,41.4605,-69.479,2006,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_2ae97911-d28f-40ef-bd76-64402540316a,NARW,40.91724,-69.9831,2021,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
